Version = 1
Type = LUT
Rows = 256
Cols = 3
UseXValues = 0
1.000000, 1.000000, 1.000000
0.987476, 0.990961, 0.988497
0.974997, 0.981948, 0.977032
0.962608, 0.972985, 0.965647
0.950355, 0.964097, 0.954379
0.938281, 0.955311, 0.943268
0.926432, 0.946650, 0.932354
0.914853, 0.938142, 0.921675
0.903590, 0.929809, 0.911271
0.892686, 0.921679, 0.901181
0.882188, 0.913775, 0.891444
0.872139, 0.906124, 0.882100
0.862586, 0.898750, 0.873187
0.853572, 0.891679, 0.864746
0.845117, 0.884922, 0.856792
0.837190, 0.878463, 0.849299
0.829753, 0.872285, 0.842234
0.822769, 0.866369, 0.835567
0.816201, 0.860697, 0.829265
0.810012, 0.855250, 0.823297
0.804164, 0.850011, 0.817630
0.798621, 0.844960, 0.812233
0.793346, 0.840079, 0.807074
0.788301, 0.835350, 0.802121
0.783448, 0.830756, 0.797343
0.778752, 0.826276, 0.792706
0.774176, 0.821894, 0.788182
0.769700, 0.817600, 0.783752
0.765322, 0.813391, 0.779415
0.761042, 0.809267, 0.775170
0.756859, 0.805226, 0.771017
0.752771, 0.801266, 0.766955
0.748778, 0.797387, 0.762981
0.744878, 0.793587, 0.759096
0.741070, 0.789865, 0.755299
0.737353, 0.786219, 0.751588
0.733727, 0.782647, 0.747962
0.730190, 0.779149, 0.744421
0.726741, 0.775723, 0.740964
0.723379, 0.772368, 0.737589
0.720101, 0.769083, 0.734294
0.716907, 0.765865, 0.731077
0.713791, 0.762715, 0.727935
0.710754, 0.759632, 0.724864
0.707791, 0.756613, 0.721863
0.704900, 0.753658, 0.718929
0.702080, 0.750765, 0.716058
0.699326, 0.747935, 0.713248
0.696638, 0.745165, 0.710497
0.694011, 0.742454, 0.707801
0.691445, 0.739801, 0.705158
0.688935, 0.737205, 0.702564
0.686481, 0.734665, 0.700018
0.684078, 0.732177, 0.697517
0.681725, 0.729737, 0.695058
0.679418, 0.727342, 0.692639
0.677155, 0.724987, 0.690257
0.674933, 0.722668, 0.687910
0.672748, 0.720383, 0.685596
0.670599, 0.718126, 0.683311
0.668483, 0.715895, 0.681054
0.666396, 0.713685, 0.678822
0.664335, 0.711492, 0.676612
0.662300, 0.709313, 0.674423
0.660285, 0.707143, 0.672251
0.658289, 0.704981, 0.670095
0.656312, 0.702828, 0.667956
0.654351, 0.700684, 0.665834
0.652406, 0.698552, 0.663730
0.650476, 0.696432, 0.661645
0.648559, 0.694326, 0.659579
0.646655, 0.692236, 0.657533
0.644763, 0.690162, 0.655509
0.642881, 0.688105, 0.653506
0.641009, 0.686069, 0.651525
0.639145, 0.684053, 0.649567
0.637289, 0.682058, 0.647633
0.635439, 0.680088, 0.645723
0.633595, 0.678140, 0.643838
0.631760, 0.676216, 0.641977
0.629933, 0.674314, 0.640139
0.628116, 0.672434, 0.638323
0.626311, 0.670575, 0.636530
0.624518, 0.668736, 0.634759
0.622739, 0.666916, 0.633008
0.620975, 0.665116, 0.631278
0.619228, 0.663333, 0.629567
0.617498, 0.661569, 0.627875
0.615787, 0.659821, 0.626202
0.614096, 0.658089, 0.624547
0.612426, 0.656372, 0.622910
0.610778, 0.654670, 0.621288
0.609150, 0.652979, 0.619680
0.607542, 0.651299, 0.618085
0.605953, 0.649627, 0.616500
0.604383, 0.647962, 0.614924
0.602832, 0.646302, 0.613356
0.601298, 0.644644, 0.611793
0.599781, 0.642988, 0.610234
0.598282, 0.641331, 0.608676
0.596798, 0.639671, 0.607119
0.595329, 0.638007, 0.605561
0.593876, 0.636337, 0.603999
0.592436, 0.634659, 0.602433
0.591011, 0.632975, 0.600862
0.589598, 0.631286, 0.599286
0.588197, 0.629595, 0.597705
0.586807, 0.627903, 0.596119
0.585428, 0.626212, 0.594528
0.584058, 0.624524, 0.592932
0.582698, 0.622841, 0.591332
0.581345, 0.621164, 0.589726
0.580000, 0.619495, 0.588116
0.578661, 0.617837, 0.586500
0.577328, 0.616191, 0.584880
0.576001, 0.614559, 0.583255
0.574677, 0.612941, 0.581625
0.573356, 0.611337, 0.579990
0.572036, 0.609744, 0.578350
0.570716, 0.608162, 0.576707
0.569394, 0.606588, 0.575058
0.568068, 0.605022, 0.573406
0.566739, 0.603462, 0.571750
0.565403, 0.601906, 0.570090
0.564059, 0.600353, 0.568426
0.562706, 0.598802, 0.566759
0.561343, 0.597250, 0.565088
0.559968, 0.595696, 0.563414
0.558579, 0.594140, 0.561737
0.557176, 0.592579, 0.560057
0.555757, 0.591011, 0.558375
0.554322, 0.589437, 0.556691
0.552869, 0.587853, 0.555007
0.551399, 0.586259, 0.553323
0.549909, 0.584653, 0.551640
0.548400, 0.583035, 0.549958
0.546869, 0.581401, 0.548278
0.545317, 0.579752, 0.546601
0.543743, 0.578085, 0.544927
0.542145, 0.576399, 0.543257
0.540523, 0.574693, 0.541592
0.538876, 0.572966, 0.539932
0.537206, 0.571218, 0.538279
0.535513, 0.569450, 0.536633
0.533802, 0.567665, 0.534997
0.532072, 0.565864, 0.533370
0.530328, 0.564048, 0.531755
0.528571, 0.562220, 0.530152
0.526802, 0.560381, 0.528562
0.525025, 0.558532, 0.526988
0.523241, 0.556675, 0.525429
0.521452, 0.554811, 0.523888
0.519661, 0.552944, 0.522365
0.517870, 0.551073, 0.520862
0.516080, 0.549200, 0.519378
0.514290, 0.547325, 0.517912
0.512500, 0.545447, 0.516460
0.510708, 0.543566, 0.515018
0.508913, 0.541681, 0.513583
0.507114, 0.539791, 0.512152
0.505309, 0.537896, 0.510720
0.503498, 0.535995, 0.509285
0.501679, 0.534087, 0.507842
0.499850, 0.532172, 0.506389
0.498012, 0.530249, 0.504922
0.496162, 0.528318, 0.503437
0.494299, 0.526377, 0.501932
0.492423, 0.524428, 0.500403
0.490534, 0.522470, 0.498851
0.488634, 0.520507, 0.497275
0.486723, 0.518539, 0.495677
0.484801, 0.516568, 0.494056
0.482870, 0.514597, 0.492413
0.480931, 0.512626, 0.490748
0.478983, 0.510657, 0.489061
0.477029, 0.508692, 0.487352
0.475068, 0.506732, 0.485621
0.473102, 0.504779, 0.483870
0.471131, 0.502835, 0.482097
0.469156, 0.500901, 0.480304
0.467179, 0.498978, 0.478491
0.465201, 0.497065, 0.476660
0.463222, 0.495160, 0.474812
0.461245, 0.493263, 0.472949
0.459272, 0.491374, 0.471072
0.457302, 0.489490, 0.469184
0.455339, 0.487611, 0.467285
0.453383, 0.485737, 0.465377
0.451435, 0.483866, 0.463462
0.449498, 0.481997, 0.461542
0.447572, 0.480130, 0.459618
0.445660, 0.478263, 0.457691
0.443761, 0.476395, 0.455762
0.441873, 0.474526, 0.453828
0.439990, 0.472652, 0.451883
0.438106, 0.470773, 0.449920
0.436215, 0.468885, 0.447933
0.434312, 0.466987, 0.445915
0.432391, 0.465078, 0.443861
0.430447, 0.463155, 0.441763
0.428473, 0.461216, 0.439616
0.426464, 0.459260, 0.437414
0.424415, 0.457284, 0.435149
0.422318, 0.455286, 0.432816
0.420170, 0.453265, 0.430409
0.417964, 0.451218, 0.427921
0.415695, 0.449142, 0.425349
0.413359, 0.447035, 0.422693
0.410952, 0.444893, 0.419948
0.408467, 0.442713, 0.417113
0.405902, 0.440491, 0.414186
0.403250, 0.438226, 0.411164
0.400508, 0.435912, 0.408045
0.397671, 0.433548, 0.404826
0.394734, 0.431130, 0.401506
0.391693, 0.428655, 0.398081
0.388542, 0.426120, 0.394550
0.385277, 0.423521, 0.390911
0.381891, 0.420846, 0.387148
0.378371, 0.418062, 0.383224
0.374704, 0.415135, 0.379100
0.370877, 0.412031, 0.374734
0.366876, 0.408716, 0.370086
0.362689, 0.405155, 0.365115
0.358302, 0.401314, 0.359783
0.353701, 0.397159, 0.354048
0.348874, 0.392655, 0.347869
0.343808, 0.387768, 0.341208
0.338489, 0.382464, 0.334022
0.332904, 0.376709, 0.326272
0.327039, 0.370468, 0.317920
0.320865, 0.363709, 0.308964
0.314336, 0.356400, 0.299438
0.307406, 0.348510, 0.289381
0.300030, 0.340008, 0.278829
0.292161, 0.330863, 0.267820
0.283753, 0.321043, 0.256390
0.274760, 0.310518, 0.244577
0.265137, 0.299255, 0.232418
0.254837, 0.287225, 0.219950
0.243815, 0.274395, 0.207210
0.232023, 0.260735, 0.194235
0.219417, 0.246213, 0.181063
0.205959, 0.230806, 0.167728
0.191680, 0.214551, 0.154251
0.176649, 0.197519, 0.140643
0.160933, 0.179780, 0.126917
0.144602, 0.161406, 0.113084
0.127724, 0.142466, 0.099156
0.110367, 0.123032, 0.085145
0.092599, 0.103174, 0.071063
0.074490, 0.082963, 0.056922
0.056107, 0.062470, 0.042733
0.037518, 0.041764, 0.028508
0.018793, 0.020917, 0.014260
0.000000, 0.000000, 0.000000
